5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -7.0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -28.0}, {'J01': 1}, {'J01': 5}, 
25.0, {'J01': -84.0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -109.5}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': -147.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -193.0}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': -312.0}, {'J01': 4}, {'J01': 20}, 
50.0, {'J01': -540.0}, {'J01': 6}, {'J01': 29}, 
55.0, {'J01': -776.5}, {'J01': 8}, {'J01': 33}, 
60.0, {'J01': -875.5}, {'J01': 8}, {'J01': 28}, 
65.0, {'J01': -1075.0}, {'J01': 8}, {'J01': 30}, 
70.0, {'J01': -1123.0}, {'J01': 8}, {'J01': 28}, 
75.0, {'J01': -826.0}, {'J01': 6}, {'J01': 22}, 
80.0, {'J01': -918.5}, {'J01': 5}, {'J01': 23}, 
85.0, {'J01': -1101.5}, {'J01': 5}, {'J01': 26}, 
90.0, {'J01': -1370.0}, {'J01': 7}, {'J01': 31}, 
95.0, {'J01': -1158.0}, {'J01': 8}, {'J01': 28}, 
100.0, {'J01': -1389.5}, {'J01': 8}, {'J01': 30}, 
105.0, {'J01': -1687.5}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -1816.5}, {'J01': 8}, {'J01': 32}, 
115.0, {'J01': -2138.5}, {'J01': 8}, {'J01': 33}, 
120.0, {'J01': -2393.5}, {'J01': 8}, {'J01': 32}, 
125.0, {'J01': -2722.5}, {'J01': 8}, {'J01': 37}, 
130.0, {'J01': -3106.5}, {'J01': 8}, {'J01': 42}, 
135.0, {'J01': -2109.0}, {'J01': 6}, {'J01': 33}, 
140.0, {'J01': -1619.5}, {'J01': 5}, {'J01': 28}, 
145.0, {'J01': -1813.5}, {'J01': 5}, {'J01': 32}, 
150.0, {'J01': -2141.0}, {'J01': 6}, {'J01': 36}, 
155.0, {'J01': -2510.5}, {'J01': 7}, {'J01': 39}, 
160.0, {'J01': -2060.0}, {'J01': 7}, {'J01': 35}, 
165.0, {'J01': -1164.0}, {'J01': 5}, {'J01': 25}, 
170.0, {'J01': -854.5}, {'J01': 5}, {'J01': 22}, 
175.0, {'J01': -1070.0}, {'J01': 5}, {'J01': 29}, 
180.0, {'J01': -1375.5}, {'J01': 6}, {'J01': 36}, 
185.0, {'J01': -1751.0}, {'J01': 8}, {'J01': 41}, 
190.0, {'J01': -2079.0}, {'J01': 8}, {'J01': 40}, 
195.0, {'J01': -2415.5}, {'J01': 8}, {'J01': 39}, 
200.0, {'J01': -2790.0}, {'J01': 8}, {'J01': 41}, 
205.0, {'J01': -2982.5}, {'J01': 8}, {'J01': 37}, 
210.0, {'J01': -2887.0}, {'J01': 7}, {'J01': 32}, 
215.0, {'J01': -3226.5}, {'J01': 7}, {'J01': 39}, 
220.0, {'J01': -3611.0}, {'J01': 7}, {'J01': 40}, 
225.0, {'J01': -3347.5}, {'J01': 7}, {'J01': 36}, 
230.0, {'J01': -2629.0}, {'J01': 6}, {'J01': 27}, 
235.0, {'J01': -2686.0}, {'J01': 6}, {'J01': 29}, 
240.0, {'J01': -2985.0}, {'J01': 7}, {'J01': 33}, 
245.0, {'J01': -2859.5}, {'J01': 7}, {'J01': 31}, 
250.0, {'J01': -2328.0}, {'J01': 5}, {'J01': 22}, 
255.0, {'J01': -1258.0}, {'J01': 4}, {'J01': 16}, 
260.0, {'J01': -1174.5}, {'J01': 4}, {'J01': 21}, 
265.0, {'J01': -1064.0}, {'J01': 3}, {'J01': 16}, 
270.0, {'J01': -728.5}, {'J01': 3}, {'J01': 15}, 
275.0, {'J01': -605.0}, {'J01': 4}, {'J01': 19}, 
280.0, {'J01': -822.5}, {'J01': 7}, {'J01': 31}, 
285.0, {'J01': -1148.5}, {'J01': 8}, {'J01': 35}, 
290.0, {'J01': -1421.0}, {'J01': 8}, {'J01': 33}, 
295.0, {'J01': -1564.0}, {'J01': 8}, {'J01': 34}, 
300.0, {'J01': -1576.5}, {'J01': 8}, {'J01': 30}, 
305.0, {'J01': -1486.0}, {'J01': 7}, {'J01': 26}, 
310.0, {'J01': -1523.5}, {'J01': 7}, {'J01': 26}, 
315.0, {'J01': -1752.5}, {'J01': 7}, {'J01': 30}, 
320.0, {'J01': -2016.5}, {'J01': 8}, {'J01': 35}, 
325.0, {'J01': -2380.5}, {'J01': 8}, {'J01': 39}, 
330.0, {'J01': -2167.5}, {'J01': 7}, {'J01': 34}, 
335.0, {'J01': -1740.0}, {'J01': 6}, {'J01': 27}, 
340.0, {'J01': -1988.0}, {'J01': 6}, {'J01': 31}, 
345.0, {'J01': -2275.5}, {'J01': 6}, {'J01': 32}, 
350.0, {'J01': -2468.5}, {'J01': 8}, {'J01': 35}, 
355.0, {'J01': -2469.0}, {'J01': 8}, {'J01': 32}, 
360.0, {'J01': -2798.5}, {'J01': 8}, {'J01': 36}, 
