5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2.0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -7.091}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -10.091000000000001}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -19.273}, {'J01': 4}, {'J01': 10}, 
35.0, {'J01': -12.0}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': -19.182000000000002}, {'J01': 4}, {'J01': 13}, 
45.0, {'J01': -20.091}, {'J01': 5}, {'J01': 17}, 
50.0, {'J01': -26.358}, {'J01': 7}, {'J01': 22}, 
55.0, {'J01': -24.534}, {'J01': 7}, {'J01': 22}, 
60.0, {'J01': -24.534}, {'J01': 7}, {'J01': 22}, 
65.0, {'J01': -27.534}, {'J01': 8}, {'J01': 25}, 
70.0, {'J01': -33.716}, {'J01': 7}, {'J01': 25}, 
75.0, {'J01': -28.716}, {'J01': 5}, {'J01': 20}, 
80.0, {'J01': -28.716}, {'J01': 4}, {'J01': 20}, 
85.0, {'J01': -38.989000000000004}, {'J01': 4}, {'J01': 21}, 
90.0, {'J01': -32.54}, {'J01': 4}, {'J01': 22}, 
95.0, {'J01': -58.705}, {'J01': 6}, {'J01': 32}, 
100.0, {'J01': -67.239}, {'J01': 8}, {'J01': 38}, 
105.0, {'J01': -54.96600000000001}, {'J01': 8}, {'J01': 35}, 
110.0, {'J01': -72.955}, {'J01': 8}, {'J01': 35}, 
115.0, {'J01': -79.313}, {'J01': 8}, {'J01': 37}, 
120.0, {'J01': -103.393}, {'J01': 8}, {'J01': 40}, 
125.0, {'J01': -72.102}, {'J01': 8}, {'J01': 42}, 
130.0, {'J01': -74.193}, {'J01': 8}, {'J01': 41}, 
135.0, {'J01': -102.455}, {'J01': 8}, {'J01': 42}, 
140.0, {'J01': -95.625}, {'J01': 8}, {'J01': 45}, 
145.0, {'J01': -98.33500000000001}, {'J01': 8}, {'J01': 47}, 
150.0, {'J01': -105.875}, {'J01': 9}, {'J01': 44}, 
155.0, {'J01': -71.079}, {'J01': 8}, {'J01': 39}, 
160.0, {'J01': -102.631}, {'J01': 8}, {'J01': 44}, 
165.0, {'J01': -91.739}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': -73.54499999999999}, {'J01': 8}, {'J01': 44}, 
175.0, {'J01': -89.176}, {'J01': 9}, {'J01': 46}, 
180.0, {'J01': -115.523}, {'J01': 9}, {'J01': 50}, 
185.0, {'J01': -123.97200000000001}, {'J01': 10}, {'J01': 51}, 
190.0, {'J01': -130.154}, {'J01': 10}, {'J01': 51}, 
195.0, {'J01': -89.14699999999999}, {'J01': 10}, {'J01': 52}, 
200.0, {'J01': -83.613}, {'J01': 10}, {'J01': 49}, 
205.0, {'J01': -81.43700000000001}, {'J01': 10}, {'J01': 45}, 
210.0, {'J01': -91.71000000000001}, {'J01': 10}, {'J01': 46}, 
215.0, {'J01': -76.346}, {'J01': 10}, {'J01': 43}, 
220.0, {'J01': -89.062}, {'J01': 11}, {'J01': 47}, 
225.0, {'J01': -95.329}, {'J01': 12}, {'J01': 52}, 
230.0, {'J01': -98.59599999999999}, {'J01': 12}, {'J01': 54}, 
235.0, {'J01': -72.988}, {'J01': 10}, {'J01': 44}, 
240.0, {'J01': -72.46}, {'J01': 8}, {'J01': 38}, 
245.0, {'J01': -70.812}, {'J01': 10}, {'J01': 40}, 
250.0, {'J01': -68.369}, {'J01': 8}, {'J01': 37}, 
255.0, {'J01': -58.272}, {'J01': 8}, {'J01': 38}, 
260.0, {'J01': -70.545}, {'J01': 8}, {'J01': 41}, 
265.0, {'J01': -90.619}, {'J01': 10}, {'J01': 48}, 
270.0, {'J01': -81.55099999999999}, {'J01': 8}, {'J01': 44}, 
275.0, {'J01': -52.415}, {'J01': 5}, {'J01': 25}, 
280.0, {'J01': -47.614}, {'J01': 5}, {'J01': 24}, 
285.0, {'J01': -58.796}, {'J01': 5}, {'J01': 29}, 
290.0, {'J01': -44.25}, {'J01': 7}, {'J01': 33}, 
295.0, {'J01': -60.881}, {'J01': 8}, {'J01': 36}, 
