5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.0, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -16.6, 'top_mgr': 0}, {'J01': 3}, {'J01': 7}, 
20.0, {'J01': -31.2, 'top_mgr': 2}, {'J01': 4}, {'J01': 10}, 
25.0, {'J01': -51.60000000000001, 'top_mgr': 0}, {'J01': 4}, {'J01': 13}, 
30.0, {'J01': -70.4, 'top_mgr': 1}, {'J01': 4}, {'J01': 13}, 
35.0, {'J01': -98.8, 'top_mgr': 0}, {'J01': 5}, {'J01': 18}, 
40.0, {'J01': -126.4, 'top_mgr': 1}, {'J01': 6}, {'J01': 23}, 
45.0, {'J01': -159.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 28}, 
50.0, {'J01': -157.20000000000002, 'top_mgr': 3}, {'J01': 7}, {'J01': 27}, 
55.0, {'J01': -194.39999999999998, 'top_mgr': 2}, {'J01': 7}, {'J01': 28}, 
60.0, {'J01': -237.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 30}, 
65.0, {'J01': -256.4, 'top_mgr': 2}, {'J01': 7}, {'J01': 33}, 
70.0, {'J01': -300.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 33}, 
75.0, {'J01': -284.0, 'top_mgr': 9}, {'J01': 6}, {'J01': 25}, 
80.0, {'J01': -236.4, 'top_mgr': 10}, {'J01': 5}, {'J01': 16}, 
85.0, {'J01': -269.20000000000005, 'top_mgr': 0}, {'J01': 5}, {'J01': 23}, 
90.0, {'J01': -308.40000000000003, 'top_mgr': 1}, {'J01': 7}, {'J01': 30}, 
95.0, {'J01': -264.2, 'top_mgr': 3}, {'J01': 7}, {'J01': 28}, 
100.0, {'J01': -246.4, 'top_mgr': 9}, {'J01': 6}, {'J01': 22}, 
105.0, {'J01': -266.79999999999995, 'top_mgr': 5}, {'J01': 5}, {'J01': 22}, 
110.0, {'J01': -282.2, 'top_mgr': 2}, {'J01': 5}, {'J01': 24}, 
115.0, {'J01': -282.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 28}, 
120.0, {'J01': -320.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 32}, 
125.0, {'J01': -358.40000000000003, 'top_mgr': 2}, {'J01': 7}, {'J01': 32}, 
130.0, {'J01': -277.00000000000006, 'top_mgr': 9}, {'J01': 7}, {'J01': 28}, 
135.0, {'J01': -314.00000000000006, 'top_mgr': 2}, {'J01': 7}, {'J01': 29}, 
140.0, {'J01': -309.20000000000005, 'top_mgr': 2}, {'J01': 7}, {'J01': 30}, 
145.0, {'J01': -350.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 37}, 
150.0, {'J01': -378.20000000000005, 'top_mgr': 4}, {'J01': 7}, {'J01': 35}, 
155.0, {'J01': -403.80000000000007, 'top_mgr': 3}, {'J01': 7}, {'J01': 38}, 
160.0, {'J01': -455.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 44}, 
165.0, {'J01': -461.20000000000005, 'top_mgr': 6}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': -485.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
175.0, {'J01': -523.6000000000001, 'top_mgr': 1}, {'J01': 9}, {'J01': 45}, 
180.0, {'J01': -522.0000000000001, 'top_mgr': 1}, {'J01': 10}, {'J01': 45}, 
185.0, {'J01': -559.0000000000001, 'top_mgr': 0}, {'J01': 11}, {'J01': 46}, 
190.0, {'J01': -547.2, 'top_mgr': 11}, {'J01': 9}, {'J01': 35}, 
195.0, {'J01': -341.8, 'top_mgr': 13}, {'J01': 7}, {'J01': 23}, 
200.0, {'J01': -272.40000000000003, 'top_mgr': 13}, {'J01': 5}, {'J01': 15}, 
205.0, {'J01': -139.00000000000003, 'top_mgr': 7}, {'J01': 4}, {'J01': 16}, 
210.0, {'J01': -135.00000000000003, 'top_mgr': 3}, {'J01': 4}, {'J01': 20}, 
215.0, {'J01': -170.00000000000003, 'top_mgr': 0}, {'J01': 6}, {'J01': 27}, 
220.0, {'J01': -202.00000000000003, 'top_mgr': 0}, {'J01': 7}, {'J01': 31}, 
225.0, {'J01': -231.00000000000003, 'top_mgr': 0}, {'J01': 7}, {'J01': 32}, 
230.0, {'J01': -260.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 33}, 
235.0, {'J01': -278.20000000000005, 'top_mgr': 3}, {'J01': 7}, {'J01': 30}, 
240.0, {'J01': -302.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 29}, 
245.0, {'J01': -339.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 33}, 
250.0, {'J01': -293.0, 'top_mgr': 9}, {'J01': 6}, {'J01': 25}, 
255.0, {'J01': -325.40000000000003, 'top_mgr': 3}, {'J01': 6}, {'J01': 27}, 
260.0, {'J01': -362.40000000000003, 'top_mgr': 0}, {'J01': 7}, {'J01': 31}, 
265.0, {'J01': -370.2, 'top_mgr': 4}, {'J01': 7}, {'J01': 30}, 
270.0, {'J01': -277.0, 'top_mgr': 6}, {'J01': 8}, {'J01': 27}, 
275.0, {'J01': -313.99999999999994, 'top_mgr': 0}, {'J01': 9}, {'J01': 32}, 
280.0, {'J01': -299.59999999999997, 'top_mgr': 2}, {'J01': 9}, {'J01': 32}, 
285.0, {'J01': -330.79999999999995, 'top_mgr': 4}, {'J01': 10}, {'J01': 35}, 
290.0, {'J01': -371.3999999999999, 'top_mgr': 1}, {'J01': 12}, {'J01': 42}, 
295.0, {'J01': -415.99999999999994, 'top_mgr': 1}, {'J01': 13}, {'J01': 45}, 
300.0, {'J01': -426.4, 'top_mgr': 3}, {'J01': 13}, {'J01': 42}, 
305.0, {'J01': -441.8, 'top_mgr': 3}, {'J01': 13}, {'J01': 41}, 
310.0, {'J01': -416.8, 'top_mgr': 6}, {'J01': 13}, {'J01': 37}, 
315.0, {'J01': -414.8, 'top_mgr': 4}, {'J01': 14}, {'J01': 37}, 
320.0, {'J01': -437.4, 'top_mgr': 2}, {'J01': 15}, {'J01': 39}, 
325.0, {'J01': -465.59999999999997, 'top_mgr': 2}, {'J01': 15}, {'J01': 40}, 
330.0, {'J01': -484.2, 'top_mgr': 2}, {'J01': 15}, {'J01': 42}, 
335.0, {'J01': -502.6000000000001, 'top_mgr': 7}, {'J01': 18}, {'J01': 39}, 
340.0, {'J01': -532.8, 'top_mgr': 1}, {'J01': 18}, {'J01': 41}, 
345.0, {'J01': -532.4000000000001, 'top_mgr': 3}, {'J01': 19}, {'J01': 41}, 
350.0, {'J01': -557.4000000000001, 'top_mgr': 3}, {'J01': 19}, {'J01': 42}, 
355.0, {'J01': -586.2, 'top_mgr': 2}, {'J01': 21}, {'J01': 45}, 
360.0, {'J01': -614.2, 'top_mgr': 2}, {'J01': 21}, {'J01': 45}, 
365.0, {'J01': -647.2, 'top_mgr': 1}, {'J01': 21}, {'J01': 48}, 
370.0, {'J01': -580.9999999999999, 'top_mgr': 5}, {'J01': 21}, {'J01': 46}, 
375.0, {'J01': -538.0000000000001, 'top_mgr': 8}, {'J01': 18}, {'J01': 42}, 
380.0, {'J01': -572.2, 'top_mgr': 2}, {'J01': 18}, {'J01': 43}, 
385.0, {'J01': -597.2, 'top_mgr': 3}, {'J01': 18}, {'J01': 45}, 
390.0, {'J01': -636.8000000000001, 'top_mgr': 1}, {'J01': 19}, {'J01': 48}, 
395.0, {'J01': -685.8000000000001, 'top_mgr': 0}, {'J01': 20}, {'J01': 55}, 
400.0, {'J01': -636.6, 'top_mgr': 7}, {'J01': 19}, {'J01': 50}, 
405.0, {'J01': -533.4000000000001, 'top_mgr': 9}, {'J01': 18}, {'J01': 42}, 
410.0, {'J01': -573.4000000000001, 'top_mgr': 0}, {'J01': 18}, {'J01': 42}, 
415.0, {'J01': -549.0000000000001, 'top_mgr': 7}, {'J01': 15}, {'J01': 37}, 
420.0, {'J01': -522.8000000000001, 'top_mgr': 6}, {'J01': 15}, {'J01': 37}, 
425.0, {'J01': -521.2, 'top_mgr': 5}, {'J01': 16}, {'J01': 42}, 
430.0, {'J01': -563.4000000000001, 'top_mgr': 2}, {'J01': 17}, {'J01': 47}, 
435.0, {'J01': -612.4000000000001, 'top_mgr': 0}, {'J01': 17}, {'J01': 52}, 
440.0, {'J01': -650.0000000000001, 'top_mgr': 2}, {'J01': 18}, {'J01': 52}, 
445.0, {'J01': -687.2, 'top_mgr': 1}, {'J01': 19}, {'J01': 54}, 
450.0, {'J01': -657.8, 'top_mgr': 5}, {'J01': 19}, {'J01': 51}, 
455.0, {'J01': -679.8, 'top_mgr': 1}, {'J01': 20}, {'J01': 52}, 
460.0, {'J01': -721.8, 'top_mgr': 2}, {'J01': 23}, {'J01': 56}, 
465.0, {'J01': -733.1999999999999, 'top_mgr': 2}, {'J01': 23}, {'J01': 54}, 
470.0, {'J01': -776.4, 'top_mgr': 0}, {'J01': 23}, {'J01': 56}, 
475.0, {'J01': -809.0, 'top_mgr': 2}, {'J01': 23}, {'J01': 57}, 
480.0, {'J01': -803.0, 'top_mgr': 4}, {'J01': 23}, {'J01': 57}, 
485.0, {'J01': -843.0, 'top_mgr': 2}, {'J01': 24}, {'J01': 60}, 
490.0, {'J01': -876.4000000000001, 'top_mgr': 3}, {'J01': 24}, {'J01': 58}, 
