5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -6.2, 'top_mgr': 2}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -20.2, 'top_mgr': 3}, {'J01': 3}, {'J01': 5}, 
25.0, {'J01': -33.2, 'top_mgr': 2}, {'J01': 4}, {'J01': 6}, 
30.0, {'J01': -47.800000000000004, 'top_mgr': 1}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -30.799999999999997, 'top_mgr': 3}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': -42.2, 'top_mgr': 2}, {'J01': 3}, {'J01': 10}, 
45.0, {'J01': -47.800000000000004, 'top_mgr': 4}, {'J01': 3}, {'J01': 12}, 
50.0, {'J01': -67.8, 'top_mgr': 5}, {'J01': 5}, {'J01': 18}, 
55.0, {'J01': -90.40000000000002, 'top_mgr': 6}, {'J01': 6}, {'J01': 20}, 
60.0, {'J01': -108.79999999999998, 'top_mgr': 7}, {'J01': 6}, {'J01': 19}, 
65.0, {'J01': -148.20000000000002, 'top_mgr': 3}, {'J01': 6}, {'J01': 23}, 
70.0, {'J01': -159.40000000000003, 'top_mgr': 5}, {'J01': 8}, {'J01': 27}, 
75.0, {'J01': -150.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 30}, 
80.0, {'J01': -179.20000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 33}, 
85.0, {'J01': -209.60000000000002, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
90.0, {'J01': -246.60000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 33}, 
95.0, {'J01': -248.0, 'top_mgr': 5}, {'J01': 8}, {'J01': 30}, 
100.0, {'J01': -264.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': -302.00000000000006, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
110.0, {'J01': -310.0000000000001, 'top_mgr': 3}, {'J01': 8}, {'J01': 34}, 
115.0, {'J01': -331.00000000000006, 'top_mgr': 5}, {'J01': 8}, {'J01': 30}, 
120.0, {'J01': -357.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 34}, 
125.0, {'J01': -379.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': -411.80000000000007, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
135.0, {'J01': -355.2, 'top_mgr': 4}, {'J01': 8}, {'J01': 42}, 
140.0, {'J01': -402.2, 'top_mgr': 0}, {'J01': 9}, {'J01': 45}, 
145.0, {'J01': -392.59999999999997, 'top_mgr': 5}, {'J01': 9}, {'J01': 45}, 
150.0, {'J01': -399.4, 'top_mgr': 6}, {'J01': 10}, {'J01': 42}, 
155.0, {'J01': -432.0, 'top_mgr': 1}, {'J01': 11}, {'J01': 45}, 
160.0, {'J01': -459.8, 'top_mgr': 3}, {'J01': 13}, {'J01': 46}, 
165.0, {'J01': -489.2, 'top_mgr': 2}, {'J01': 14}, {'J01': 47}, 
170.0, {'J01': -518.6, 'top_mgr': 3}, {'J01': 15}, {'J01': 49}, 
175.0, {'J01': -550.6, 'top_mgr': 4}, {'J01': 15}, {'J01': 49}, 
180.0, {'J01': -586.0, 'top_mgr': 1}, {'J01': 17}, {'J01': 52}, 
185.0, {'J01': -570.2, 'top_mgr': 6}, {'J01': 15}, {'J01': 46}, 
190.0, {'J01': -604.8, 'top_mgr': 0}, {'J01': 15}, {'J01': 48}, 
195.0, {'J01': -615.0, 'top_mgr': 2}, {'J01': 15}, {'J01': 47}, 
200.0, {'J01': -644.0, 'top_mgr': 4}, {'J01': 16}, {'J01': 48}, 
205.0, {'J01': -673.0, 'top_mgr': 0}, {'J01': 16}, {'J01': 49}, 
210.0, {'J01': -703.8000000000002, 'top_mgr': 1}, {'J01': 16}, {'J01': 50}, 
215.0, {'J01': -647.0000000000001, 'top_mgr': 2}, {'J01': 17}, {'J01': 50}, 
220.0, {'J01': -649.4000000000001, 'top_mgr': 6}, {'J01': 18}, {'J01': 46}, 
225.0, {'J01': -664.6, 'top_mgr': 4}, {'J01': 18}, {'J01': 43}, 
230.0, {'J01': -676.4, 'top_mgr': 3}, {'J01': 16}, {'J01': 44}, 
235.0, {'J01': -709.0, 'top_mgr': 0}, {'J01': 16}, {'J01': 47}, 
240.0, {'J01': -677.6000000000001, 'top_mgr': 5}, {'J01': 16}, {'J01': 44}, 
245.0, {'J01': -458.6000000000001, 'top_mgr': 18}, {'J01': 13}, {'J01': 30}, 
250.0, {'J01': -490.4000000000001, 'top_mgr': 6}, {'J01': 13}, {'J01': 31}, 
255.0, {'J01': -524.2000000000002, 'top_mgr': 1}, {'J01': 13}, {'J01': 34}, 
260.0, {'J01': -531.0000000000001, 'top_mgr': 5}, {'J01': 13}, {'J01': 39}, 
265.0, {'J01': -534.2, 'top_mgr': 4}, {'J01': 13}, {'J01': 41}, 
270.0, {'J01': -574.0000000000001, 'top_mgr': 1}, {'J01': 13}, {'J01': 44}, 
275.0, {'J01': -618.0000000000001, 'top_mgr': 0}, {'J01': 15}, {'J01': 48}, 
280.0, {'J01': -654.6000000000001, 'top_mgr': 2}, {'J01': 15}, {'J01': 48}, 
285.0, {'J01': -697.8000000000002, 'top_mgr': 0}, {'J01': 16}, {'J01': 50}, 
