5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -8.2, 'top_mgr': 2}, {'J01': 1}, {'J01': 5}, 
20.0, {'J01': -18.2, 'top_mgr': 2}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -30.6, 'top_mgr': 3}, {'J01': 2}, {'J01': 6}, 
30.0, {'J01': -44.400000000000006, 'top_mgr': 4}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': -41.599999999999994, 'top_mgr': 3}, {'J01': 3}, {'J01': 8}, 
40.0, {'J01': -53.2, 'top_mgr': 2}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -81.2, 'top_mgr': 0}, {'J01': 5}, {'J01': 19}, 
50.0, {'J01': -90.0, 'top_mgr': 6}, {'J01': 6}, {'J01': 22}, 
55.0, {'J01': -80.20000000000002, 'top_mgr': 9}, {'J01': 4}, {'J01': 16}, 
60.0, {'J01': -105.4, 'top_mgr': 9}, {'J01': 3}, {'J01': 16}, 
65.0, {'J01': -117.00000000000001, 'top_mgr': 8}, {'J01': 3}, {'J01': 14}, 
70.0, {'J01': -152.6, 'top_mgr': 6}, {'J01': 4}, {'J01': 16}, 
75.0, {'J01': -152.00000000000003, 'top_mgr': 5}, {'J01': 4}, {'J01': 16}, 
80.0, {'J01': -156.60000000000002, 'top_mgr': 2}, {'J01': 4}, {'J01': 19}, 
85.0, {'J01': -205.20000000000002, 'top_mgr': 0}, {'J01': 6}, {'J01': 27}, 
90.0, {'J01': -165.4, 'top_mgr': 7}, {'J01': 8}, {'J01': 27}, 
95.0, {'J01': -143.20000000000002, 'top_mgr': 5}, {'J01': 8}, {'J01': 26}, 
100.0, {'J01': -176.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 27}, 
105.0, {'J01': -213.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -201.20000000000005, 'top_mgr': 6}, {'J01': 7}, {'J01': 27}, 
115.0, {'J01': -159.6, 'top_mgr': 13}, {'J01': 5}, {'J01': 20}, 
120.0, {'J01': -175.20000000000002, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
125.0, {'J01': -150.8, 'top_mgr': 10}, {'J01': 4}, {'J01': 14}, 
130.0, {'J01': -182.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 14}, 
135.0, {'J01': -108.00000000000001, 'top_mgr': 7}, {'J01': 4}, {'J01': 13}, 
140.0, {'J01': -124.60000000000001, 'top_mgr': 2}, {'J01': 4}, {'J01': 20}, 
145.0, {'J01': -165.20000000000002, 'top_mgr': 3}, {'J01': 6}, {'J01': 26}, 
150.0, {'J01': -143.8, 'top_mgr': 6}, {'J01': 8}, {'J01': 28}, 
155.0, {'J01': -180.4, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
160.0, {'J01': -185.60000000000002, 'top_mgr': 5}, {'J01': 8}, {'J01': 32}, 
165.0, {'J01': -196.20000000000002, 'top_mgr': 7}, {'J01': 7}, {'J01': 29}, 
