5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -12.600000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -31.600000000000005, 'top_mgr': 0}, {'J01': 4}, {'J01': 9}, 
25.0, {'J01': -49.599999999999994, 'top_mgr': 1}, {'J01': 4}, {'J01': 11}, 
30.0, {'J01': -51.199999999999996, 'top_mgr': 3}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': -72.4, 'top_mgr': 1}, {'J01': 4}, {'J01': 14}, 
40.0, {'J01': -84.4, 'top_mgr': 4}, {'J01': 6}, {'J01': 15}, 
45.0, {'J01': -115.4, 'top_mgr': 0}, {'J01': 8}, {'J01': 22}, 
50.0, {'J01': -132.4, 'top_mgr': 5}, {'J01': 7}, {'J01': 27}, 
55.0, {'J01': -118.4, 'top_mgr': 11}, {'J01': 4}, {'J01': 20}, 
60.0, {'J01': -146.20000000000002, 'top_mgr': 8}, {'J01': 4}, {'J01': 17}, 
65.0, {'J01': -166.20000000000002, 'top_mgr': 8}, {'J01': 4}, {'J01': 17}, 
70.0, {'J01': -176.4, 'top_mgr': 2}, {'J01': 3}, {'J01': 21}, 
75.0, {'J01': -173.8, 'top_mgr': 3}, {'J01': 6}, {'J01': 28}, 
80.0, {'J01': -150.60000000000002, 'top_mgr': 6}, {'J01': 8}, {'J01': 28}, 
85.0, {'J01': -180.80000000000004, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
90.0, {'J01': -206.20000000000002, 'top_mgr': 2}, {'J01': 8}, {'J01': 30}, 
95.0, {'J01': -205.60000000000002, 'top_mgr': 4}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -172.20000000000002, 'top_mgr': 7}, {'J01': 7}, {'J01': 24}, 
105.0, {'J01': -160.0, 'top_mgr': 10}, {'J01': 5}, {'J01': 20}, 
110.0, {'J01': -177.4, 'top_mgr': 8}, {'J01': 4}, {'J01': 16}, 
115.0, {'J01': -192.4, 'top_mgr': 5}, {'J01': 4}, {'J01': 13}, 
120.0, {'J01': -152.4, 'top_mgr': 6}, {'J01': 4}, {'J01': 11}, 
125.0, {'J01': -173.4, 'top_mgr': 7}, {'J01': 4}, {'J01': 12}, 
130.0, {'J01': -165.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 12}, 
135.0, {'J01': -151.4, 'top_mgr': 5}, {'J01': 3}, {'J01': 18}, 
140.0, {'J01': -157.6, 'top_mgr': 4}, {'J01': 6}, {'J01': 27}, 
145.0, {'J01': -195.60000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
150.0, {'J01': -209.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 36}, 
155.0, {'J01': -246.2, 'top_mgr': 1}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': -286.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 41}, 
165.0, {'J01': -304.59999999999997, 'top_mgr': 5}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': -275.4, 'top_mgr': 11}, {'J01': 6}, {'J01': 29}, 
175.0, {'J01': -274.8, 'top_mgr': 12}, {'J01': 4}, {'J01': 24}, 
180.0, {'J01': -292.0, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
185.0, {'J01': -255.2, 'top_mgr': 6}, {'J01': 4}, {'J01': 14}, 
190.0, {'J01': -279.2, 'top_mgr': 8}, {'J01': 4}, {'J01': 14}, 
195.0, {'J01': -303.2, 'top_mgr': 6}, {'J01': 4}, {'J01': 14}, 
200.0, {'J01': -247.40000000000003, 'top_mgr': 5}, {'J01': 4}, {'J01': 15}, 
205.0, {'J01': -277.8, 'top_mgr': 3}, {'J01': 4}, {'J01': 18}, 
210.0, {'J01': -219.40000000000003, 'top_mgr': 3}, {'J01': 7}, {'J01': 22}, 
215.0, {'J01': -211.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 29}, 
220.0, {'J01': -251.60000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
225.0, {'J01': -295.20000000000005, 'top_mgr': 2}, {'J01': 8}, {'J01': 34}, 
230.0, {'J01': -298.20000000000005, 'top_mgr': 6}, {'J01': 8}, {'J01': 32}, 
235.0, {'J01': -294.8, 'top_mgr': 11}, {'J01': 6}, {'J01': 26}, 
240.0, {'J01': -290.6, 'top_mgr': 7}, {'J01': 5}, {'J01': 23}, 
245.0, {'J01': -273.0, 'top_mgr': 5}, {'J01': 5}, {'J01': 21}, 
250.0, {'J01': -316.20000000000005, 'top_mgr': 3}, {'J01': 5}, {'J01': 26}, 
255.0, {'J01': -358.20000000000005, 'top_mgr': 4}, {'J01': 8}, {'J01': 30}, 
260.0, {'J01': -210.6, 'top_mgr': 4}, {'J01': 8}, {'J01': 29}, 
265.0, {'J01': -238.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 31}, 
270.0, {'J01': -265.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
275.0, {'J01': -261.79999999999995, 'top_mgr': 7}, {'J01': 7}, {'J01': 26}, 
280.0, {'J01': -288.2, 'top_mgr': 9}, {'J01': 6}, {'J01': 25}, 
285.0, {'J01': -248.79999999999998, 'top_mgr': 8}, {'J01': 4}, {'J01': 20}, 
290.0, {'J01': -275.59999999999997, 'top_mgr': 4}, {'J01': 4}, {'J01': 17}, 
295.0, {'J01': -164.4, 'top_mgr': 9}, {'J01': 4}, {'J01': 13}, 
300.0, {'J01': -180.8, 'top_mgr': 3}, {'J01': 4}, {'J01': 19}, 
305.0, {'J01': -163.0, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
310.0, {'J01': -204.00000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 34}, 
315.0, {'J01': -174.4, 'top_mgr': 5}, {'J01': 8}, {'J01': 33}, 
320.0, {'J01': -208.4, 'top_mgr': 4}, {'J01': 8}, {'J01': 38}, 
