5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.2, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -15.0, 'top_mgr': 1}, {'J01': 2}, {'J01': 6}, 
20.0, {'J01': -21.400000000000002, 'top_mgr': 3}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -21.4, 'top_mgr': 2}, {'J01': 3}, {'J01': 6}, 
30.0, {'J01': -30.6, 'top_mgr': 3}, {'J01': 3}, {'J01': 7}, 
35.0, {'J01': -40.2, 'top_mgr': 3}, {'J01': 5}, {'J01': 9}, 
40.0, {'J01': -46.2, 'top_mgr': 5}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -63.2, 'top_mgr': 3}, {'J01': 4}, {'J01': 13}, 
50.0, {'J01': -102.4, 'top_mgr': 2}, {'J01': 5}, {'J01': 22}, 
55.0, {'J01': -129.8, 'top_mgr': 4}, {'J01': 8}, {'J01': 27}, 
60.0, {'J01': -155.20000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
65.0, {'J01': -163.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 31}, 
70.0, {'J01': -188.00000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 31}, 
75.0, {'J01': -215.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
80.0, {'J01': -220.20000000000002, 'top_mgr': 6}, {'J01': 8}, {'J01': 31}, 
85.0, {'J01': -216.4, 'top_mgr': 6}, {'J01': 7}, {'J01': 29}, 
90.0, {'J01': -241.8, 'top_mgr': 3}, {'J01': 7}, {'J01': 29}, 
95.0, {'J01': -234.8, 'top_mgr': 8}, {'J01': 6}, {'J01': 26}, 
100.0, {'J01': -185.4, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
105.0, {'J01': -195.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 18}, 
110.0, {'J01': -227.40000000000003, 'top_mgr': 1}, {'J01': 4}, {'J01': 23}, 
115.0, {'J01': -251.20000000000002, 'top_mgr': 2}, {'J01': 7}, {'J01': 32}, 
