5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.004625347)}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': np.float32(-0.038852915)}, {'J01': 3}, {'J01': 5}, 
20.0, {'J01': np.float32(-0.21887419)}, {'J01': 4}, {'J01': 8}, 
25.0, {'J01': np.float32(-1.1452637)}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': np.float32(1.2087262)}, {'J01': 3}, {'J01': 7}, 
35.0, {'J01': np.float32(-0.12821738)}, {'J01': 2}, {'J01': 8}, 
40.0, {'J01': np.float32(0.029234968)}, {'J01': 4}, {'J01': 14}, 
45.0, {'J01': np.float32(-0.68485355)}, {'J01': 5}, {'J01': 18}, 
50.0, {'J01': np.float32(0.20362553)}, {'J01': 8}, {'J01': 23}, 
55.0, {'J01': np.float32(-0.7535181)}, {'J01': 8}, {'J01': 26}, 
60.0, {'J01': np.float32(-1.9825735)}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': np.float32(-2.0960932)}, {'J01': 7}, {'J01': 28}, 
70.0, {'J01': np.float32(-2.394189)}, {'J01': 6}, {'J01': 22}, 
75.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 24}, 
80.0, {'J01': np.float32(1.073236)}, {'J01': 7}, {'J01': 27}, 
85.0, {'J01': np.float32(-2.474149)}, {'J01': 8}, {'J01': 32}, 
90.0, {'J01': np.float32(-2.9556458)}, {'J01': 7}, {'J01': 27}, 
95.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 22}, 
100.0, {'J01': np.float32(-2.2579935)}, {'J01': 6}, {'J01': 25}, 
105.0, {'J01': np.float32(-0.65460974)}, {'J01': 6}, {'J01': 26}, 
110.0, {'J01': np.float32(-1.3999677)}, {'J01': 8}, {'J01': 28}, 
115.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 33}, 
120.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
125.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 41}, 
130.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 36}, 
135.0, {'J01': np.float32(2.0998616)}, {'J01': 8}, {'J01': 34}, 
140.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 33}, 
145.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 32}, 
150.0, {'J01': np.float32(-0.032478444)}, {'J01': 7}, {'J01': 29}, 
155.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 30}, 
160.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
165.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 40}, 
170.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 36}, 
175.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 36}, 
180.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 40}, 
185.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': np.float32(-0.68143153)}, {'J01': 8}, {'J01': 37}, 
195.0, {'J01': np.float32(-2.7839065)}, {'J01': 8}, {'J01': 41}, 
200.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 34}, 
205.0, {'J01': np.float32(-0.6921952)}, {'J01': 7}, {'J01': 34}, 
210.0, {'J01': np.float32(-1.223095)}, {'J01': 8}, {'J01': 35}, 
215.0, {'J01': np.float32(-0.25165847)}, {'J01': 6}, {'J01': 26}, 
220.0, {'J01': np.float32(3.0)}, {'J01': 5}, {'J01': 23}, 
225.0, {'J01': np.float32(-0.4387655)}, {'J01': 5}, {'J01': 28}, 
230.0, {'J01': np.float32(-2.752594)}, {'J01': 7}, {'J01': 35}, 
235.0, {'J01': np.float32(-2.9574544)}, {'J01': 8}, {'J01': 37}, 
240.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 37}, 
245.0, {'J01': np.float32(-0.35174617)}, {'J01': 8}, {'J01': 34}, 
250.0, {'J01': np.float32(-1.2255704)}, {'J01': 8}, {'J01': 35}, 
255.0, {'J01': np.float32(-0.2481371)}, {'J01': 7}, {'J01': 30}, 
260.0, {'J01': np.float32(-0.76796377)}, {'J01': 7}, {'J01': 29}, 
265.0, {'J01': np.float32(0.09554496)}, {'J01': 6}, {'J01': 24}, 
270.0, {'J01': np.float32(3.0)}, {'J01': 5}, {'J01': 19}, 
275.0, {'J01': np.float32(-0.7049962)}, {'J01': 5}, {'J01': 24}, 
280.0, {'J01': np.float32(1.3874595)}, {'J01': 6}, {'J01': 25}, 
285.0, {'J01': np.float32(1.0306638)}, {'J01': 4}, {'J01': 23}, 
