5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -8.0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -41.0}, {'J01': 2}, {'J01': 4}, 
25.0, {'J01': -83.5}, {'J01': 3}, {'J01': 5}, 
30.0, {'J01': -82.5}, {'J01': 2}, {'J01': 4}, 
35.0, {'J01': -130.0}, {'J01': 2}, {'J01': 6}, 
40.0, {'J01': -201.0}, {'J01': 3}, {'J01': 10}, 
45.0, {'J01': -270.0}, {'J01': 4}, {'J01': 11}, 
50.0, {'J01': -371.5}, {'J01': 4}, {'J01': 14}, 
55.0, {'J01': -517.5}, {'J01': 4}, {'J01': 17}, 
60.0, {'J01': -687.5}, {'J01': 4}, {'J01': 17}, 
65.0, {'J01': -684.0}, {'J01': 3}, {'J01': 16}, 
70.0, {'J01': -613.5}, {'J01': 3}, {'J01': 16}, 
75.0, {'J01': -735.0}, {'J01': 3}, {'J01': 22}, 
80.0, {'J01': -978.0}, {'J01': 4}, {'J01': 29}, 
85.0, {'J01': -1288.5}, {'J01': 7}, {'J01': 36}, 
90.0, {'J01': -1425.0}, {'J01': 6}, {'J01': 33}, 
95.0, {'J01': -1483.5}, {'J01': 4}, {'J01': 25}, 
100.0, {'J01': -1591.0}, {'J01': 4}, {'J01': 22}, 
105.0, {'J01': -1653.0}, {'J01': 4}, {'J01': 18}, 
110.0, {'J01': -1833.0}, {'J01': 4}, {'J01': 18}, 
115.0, {'J01': -2019.0}, {'J01': 4}, {'J01': 20}, 
120.0, {'J01': -2222.0}, {'J01': 4}, {'J01': 21}, 
125.0, {'J01': -2432.0}, {'J01': 4}, {'J01': 21}, 
130.0, {'J01': -2642.0}, {'J01': 4}, {'J01': 21}, 
135.0, {'J01': -2226.0}, {'J01': 4}, {'J01': 19}, 
140.0, {'J01': -2032.0}, {'J01': 4}, {'J01': 23}, 
145.0, {'J01': -2191.0}, {'J01': 5}, {'J01': 21}, 
150.0, {'J01': -2382.0}, {'J01': 5}, {'J01': 21}, 
155.0, {'J01': -2592.0}, {'J01': 5}, {'J01': 21}, 
160.0, {'J01': -2806.5}, {'J01': 5}, {'J01': 23}, 
165.0, {'J01': -2756.0}, {'J01': 5}, {'J01': 23}, 
170.0, {'J01': -2751.5}, {'J01': 6}, {'J01': 29}, 
175.0, {'J01': -3056.5}, {'J01': 7}, {'J01': 38}, 
180.0, {'J01': -3360.0}, {'J01': 6}, {'J01': 39}, 
185.0, {'J01': -3627.5}, {'J01': 6}, {'J01': 37}, 
190.0, {'J01': -2580.5}, {'J01': 5}, {'J01': 30}, 
195.0, {'J01': -2458.5}, {'J01': 5}, {'J01': 33}, 
200.0, {'J01': -2712.5}, {'J01': 7}, {'J01': 38}, 
